id,company,role,location,industry,required_skills,duration_months,stipend
INT1135,Cognizant,Software Developer,City_197,Logistics,"['CAM', 'GST', 'C', 'Kubernetes', 'Marketing']",3,17088
INT1136,Mahindra,Data Analyst,City_123,Industry_012,"['Adobe XD', 'Drones', 'Azure']",12,16073
INT1137,Aditya Birla,Supply Chain Analyst,City_150,Solar,"['Adobe XD', 'Data Engineering', 'Inside Sales']",12,22623
INT1138,Cognizant,Customer Support,Mangalore,Disaster Management,"['Canva', 'CSS', 'Marketing', 'TypeScript', 'AWS']",12,19256
INT1139,Reliance,Cloud Engineer,City_317,Gaming,"['Quality Assurance', 'Docker']",3,20904
INT1140,HDFC Bank,Growth Marketer,Davanagere,Gaming,"['MATLAB', 'Go', 'Social Media']",3,18345
INT1141,Mahindra,Recruiter,Nadiad,Aerospace,"['Pharmacy Assistance', 'Product Management', 'Electronics Repair', 'GitLab']",6,17532
INT1142,Bajaj,UI/UX Designer,City_244,Technology,"['Adobe XD', 'STATA', 'Accounting', 'Microfinance', 'SQL']",3,8968
INT1143,Tech Mahindra,Product Manager,City_301,Construction,"['CSS', 'Social Media', 'MS Excel', 'PowerApps', 'Auditing', 'Java']",3,9955
INT1144,TCS,Copywriter,Bareilly,Event Management,"['React', 'Excel', 'PLC', 'Product Management', 'Wind Turbine Basics', 'Project Management']",3,17244
INT1145,Bajaj,Product Manager,City_251,Legal,"['Data Engineering', 'Raspberry Pi', 'Django', 'Python', 'Vue']",12,5710
INT1146,Wipro,Cybersecurity Analyst,City_298,Cybersecurity,"['Compliance', 'Computer Vision', 'GST', 'GCP']",3,16157
INT1147,Reliance,Cybersecurity Analyst,City_347,HealthTech,"['Flask', 'Adaptability', 'KYC', 'Financial Modeling', 'Accounting']",12,15128
INT1148,TCS,Network Engineer,City_231,Sports,"['Azure', 'Graphic Design', 'Python', 'SEO', 'Zoho', 'PowerApps']",6,12117
INT1149,Wipro,Network Engineer,City_120,Transportation,"['Remote Sensing', 'Plumbing', 'Six Sigma', 'Power Automate', 'MS Excel']",3,14334
INT1150,ICICI Bank,Content Writer,City_149,Textiles,"['Project Management', 'Quality Assurance', 'C', 'Power Automate']",12,8875
INT1151,Bajaj,Business Analyst,City_181,Courier,"['EHR Systems', 'Statistics', 'Data Analysis', 'HACCP', 'Automation Testing', 'Leadership']",6,18786
INT1152,Tata Steel,Copywriter,City_175,Consulting,"['GitLab', 'Drones', 'Lean', 'GIS']",6,7192
INT1153,Wipro,Software Developer,City_295,Construction,"['Machine Learning', 'EHR Systems', 'GIS', 'Inside Sales', 'ISO 9001', 'AutoCAD']",3,18329
INT1154,Aditya Birla,Data Scientist,City_320,Consulting,"['MATLAB', 'Project Management', 'Spring']",12,8731
INT1155,Reliance,Financial Analyst,City_321,MSME,"['Go', 'Operations', 'Masonry', 'ISO 9001', 'L&D']",3,15987
INT1156,HCL,DevOps Engineer,Udaipur,Courier,"['SPSS', 'Typing', 'Auditing', 'Industrial Safety', 'CI/CD']",3,9523
INT1157,Reliance,Content Strategist,City_326,Social Welfare,"['GIS', 'Adaptability', 'Financial Modeling', 'Recruitment']",3,21317
INT1158,Infosys,Data Scientist,City_147,Real Estate,"['Email Marketing', 'Cybersecurity', 'TypeScript', 'HTML', 'Rust', 'Risk Assessment']",3,19862
INT1159,Tech Mahindra,Marketing Associate,City_126,CSR,"['CAM', 'Medical Coding', 'DevOps', 'Project Management', 'EHR Systems', 'Node.js']",3,9692
INT1160,HDFC Bank,Copywriter,City_177,Gaming,"['Bookkeeping', 'Embedded Systems', 'ISO 27001', 'STATA', 'ISO 9001', 'Rural Outreach']",12,13449
INT1161,Infosys,Financial Analyst,City_338,MSME,"['Packaging', 'Leadership', 'HR']",6,23681
INT1162,Infosys,Mobile App Developer,City_175,BPO/ITES,"['AWS', 'HTML', 'NLP', 'Computer Vision', 'PowerApps', 'Requirements Gathering']",12,5993
INT1163,Tech Mahindra,Content Writer,City_181,Construction,"['Logistics', 'SEM', 'Powershell', 'Compliance', 'Quality Assurance']",3,17084
INT1164,Infosys,Customer Support,Tirunelveli,Metro Rail,"['Marketing', 'Google Analytics', 'Customer Relationship']",3,13156
INT1165,Mahindra,Growth Marketer,City_188,Industry_001,"['Google Analytics', 'Microfinance', 'Operations', 'VLSI Basics', 'Lean']",6,13525
INT1166,L&T,Finance Intern,City_262,AgriTech,"['L&D', 'Docker', 'Linux', 'Marketing', 'PLC', 'SEO']",12,17045
INT1167,Tech Mahindra,ML Engineer,Kanpur,CleanTech,"['Plumbing', 'AWS', 'Google Analytics', 'Java', 'HR']",12,9247
INT1168,Bajaj,Copywriter,City_168,Metals,"['CRM', 'Power BI', 'Azure', 'FSSAI Compliance', 'Angular', 'Talent Acquisition']",3,19657
INT1169,Cognizant,Copywriter,City_253,Logistics,"['Design Systems', 'KYC', 'Sales', 'EHR Systems', 'TypeScript', 'VLSI Basics']",6,24146
INT1170,Maruti Suzuki,UI/UX Designer,City_132,Industry_002,"['AWS', 'Node.js', 'MATLAB', 'PLC']",3,14868
INT1171,Reliance,Full Stack Developer,City_337,Oil & Gas,"['Powershell', 'GCP']",3,14591
INT1172,Cognizant,Financial Analyst,City_237,MSME,"['SEO', 'Customer Relationship']",6,23587
INT1173,Mahindra,Full Stack Developer,Belgaum,Oil & Gas,"['Customer Service', 'SEM']",12,6701
INT1174,Mahindra,Software Developer,Karnal,Public Sector,"['MS Word', 'Cloud', 'Deep Learning', 'SEM', 'Automation Testing', 'CATIA']",12,9719
INT1175,Maruti Suzuki,Product Manager,Bhiwani,Textiles,"['Nursing Assistance', 'Vue', 'CNC']",12,13838
INT1176,ICICI Bank,Data Scientist,City_203,Metro Rail,"['NGO Program Support', 'Store Management', 'Quality Assurance', 'C', 'Procurement']",3,18336
INT1177,Aditya Birla,Product Manager,City_344,Hospitality,"['L&D', 'SIEM', 'Java', 'Power BI', 'Spring', 'AWS']",3,5886
INT1178,Tech Mahindra,Growth Marketer,Kalyan,Industry_007,"['SEM', 'Problem Solving', 'Technical Writing', 'STATA', 'Supply Chain', 'Scrum']",12,11669
INT1179,HCL,Technical Support,Kaithal,Handloom,"['FSSAI Compliance', 'PLC', 'Bookkeeping', 'TypeScript', 'ServiceNow']",12,10452
INT1180,Tata Steel,Recruiter,City_310,Poultry,"['Merchandising', 'KYC', 'Solar Installation', 'Data Engineering', 'Medical Coding']",3,17490
INT1181,TCS,Full Stack Developer,City_172,Analytics,"['IoT', 'SEO', 'Labor Laws', 'Arduino']",3,5787
INT1182,L&T,Digital Marketer,City_215,HealthTech,"['Cashier', 'Angular', 'Tableau', 'Networking', 'GCP', 'Confluence']",12,17110
INT1183,Maruti Suzuki,Full Stack Developer,Hubli–Dharwad,CSR,"['Tally', 'React', 'Surveying']",3,7537
INT1184,Infosys,Mobile App Developer,City_170,AgriTech,"['Power BI', '5S', 'Customer Relationship', 'SharePoint', 'MS Word']",12,6966
INT1185,L&T,Mobile App Developer,Rajkot,KPO,"['Insurance Underwriting', 'Time Management', 'PLC', 'Solar Installation', 'Rural Outreach', 'Store Management']",12,6170
INT1186,HDFC Bank,Project Manager,City_327,Telecommunications,"['Digital Marketing', 'Django']",6,12929
INT1187,Infosys,Digital Marketer,City_208,Metals,"['HubSpot', 'Express', 'Pharmacy Assistance', 'UI/UX', 'Lead Generation', 'Networking']",12,8376
INT1188,HDFC Bank,HR Assistant,City_331,KPO,"['Email Marketing', 'JMeter', 'Sales', 'Accounting', 'Critical Thinking']",3,11458
INT1189,TCS,Supply Chain Analyst,City_328,Finance,"['Warehouse Operations', 'Creativity']",6,17498
INT1190,HDFC Bank,Finance Intern,Salem,Metro Rail,"['AutoCAD', 'Documentation', 'NoSQL', 'Deep Learning', 'IoT']",3,10071
INT1191,Cognizant,Finance Intern,City_337,Pharmaceuticals,"['IoT', 'Basic Computer Skills', 'Nursing Assistance', 'CAD', 'GIS']",12,11691
INT1192,Mahindra,Cybersecurity Analyst,Aligarh,Handicrafts,"['Excel', 'Investment Research']",12,17755
INT1193,Reliance,Customer Support,City_265,Handloom,"['Data Engineering', 'CNC']",12,20401
INT1194,Tech Mahindra,Content Strategist,City_198,Textiles,"['SCADA', 'Claims Processing', 'Retail Operations', 'Customer Service']",3,11527
INT1195,Wipro,Copywriter,Allahabad,Roads & Highways,"['POS Systems', 'Inside Sales']",3,15906
INT1196,L&T,UI/UX Designer,City_192,Cold Chain,"['Auditing', 'Wind Turbine Basics', 'Typing', 'Spring']",12,16395
INT1197,Reliance,Marketing Associate,City_226,Industry_005,"['Data Entry', 'Financial Modeling', 'Agile']",6,12845
INT1198,HCL,Operations Associate,City_336,Entertainment,"['Kubernetes', 'Digital Marketing', 'Docker', 'Supply Chain', 'Inventory Management', 'Drones']",3,8088
INT1199,Mahindra,Mobile App Developer,City_247,Environmental Services,"['CSS', 'Spring', 'Packaging', 'Lead Generation', 'Typing', 'Technical Writing']",6,19016
INT1200,L&T,Financial Analyst,City_310,BPO/ITES,"['Community Mobilization', 'SIEM']",3,9968
INT1201,Maruti Suzuki,HR Assistant,City_175,BPO/ITES,"['Postman', 'GitLab', 'ISO 9001']",6,19090
INT1202,Bajaj,Recruiter,City_332,Shared Services,"['Sales', 'Spring', 'Solar Installation', 'Financial Modeling']",12,7006
INT1203,Wipro,Marketing Associate,Bikaner,Social Welfare,"['Copywriting', 'L&D', 'Excel', 'Product Management']",3,22837
INT1204,Mahindra,Content Strategist,Panipat,Technology,"['CAM', 'Lean', 'STATA', 'POS Systems', 'C++', 'Solar Installation']",6,12332
INT1205,L&T,Full Stack Developer,Bellary,Railways,"['Lean', 'Selenium', 'Risk Assessment', 'Rural Outreach', 'Tableau']",3,21425
INT1206,HDFC Bank,DevOps Engineer,City_164,Defense,"['Surveying', 'Critical Thinking', 'Supply Chain', 'Penetration Testing', 'Python']",12,7014
INT1207,TCS,Finance Intern,Raipur,Tourism,"['React', 'Azure']",12,14131
INT1208,Wipro,UI/UX Designer,City_152,Industry_001,"['Public Speaking', 'Figma', 'Food Processing', 'Angular']",6,20840
INT1209,Tech Mahindra,Content Strategist,City_340,Leather,"['NLP', 'Rural Outreach', 'Welding', 'Power Automate', 'Retail Operations']",6,8942
INT1210,Aditya Birla,Operations Associate,City_299,Research,"['Excel', 'GST', 'Investment Research', 'Laboratory Technician', 'Embedded Systems']",6,16464
INT1211,Maruti Suzuki,Content Writer,City_207,Industry_013,"['Cold Chain', 'Content Writing', 'HTML', 'IoT', 'Embedded Systems']",12,17374
INT1212,L&T,Full Stack Developer,City_121,Cold Chain,"['PowerApps', 'Technical Writing', 'JavaScript', 'VLSI Basics']",12,17014
INT1213,Wipro,Cloud Engineer,City_145,Hospitality,"['Packaging', 'Retail Operations', 'Investment Research', 'Penetration Testing', 'PowerApps']",6,11563
INT1214,Tata Steel,Cloud Engineer,Noida,Agriculture,"['Express', 'Field Survey', 'Confluence', 'Project Management', 'Carpentry', 'Telemedicine Support']",3,20029
INT1215,TCS,Digital Marketer,City_146,Railways,"['Talent Acquisition', 'React', 'Social Work']",3,15963
INT1216,Mahindra,Customer Support,City_328,Entertainment,"['Data Engineering', 'Lead Generation']",3,8151
INT1217,TCS,Data Scientist,City_204,Industry_005,"['Talent Acquisition', 'C++', 'Rust']",12,6071
INT1218,Wipro,Content Writer,City_179,Startups & Incubation,"['Cashier', 'ISO 27001', 'HACCP', 'Confluence', 'Six Sigma', 'Salesforce']",12,19932
INT1219,Tech Mahindra,Recruiter,Karnal,Shared Services,"['SEO', 'Critical Thinking', 'Problem Solving', 'Retail Operations']",3,16736
INT1220,Mahindra,Mobile App Developer,Chandigarh,Gaming,"['Excel', 'Digital Marketing', '3D Printing']",6,20466
INT1221,Bajaj,Data Scientist,City_130,Metals,"['Laboratory Technician', 'Critical Thinking', 'HR']",12,17692
INT1222,Tech Mahindra,Business Analyst,City_348,Non-Profit,"['TypeScript', 'ISO 27001', 'Deep Learning']",6,9545
INT1223,Tech Mahindra,Automation Tester,City_209,Handloom,"['GCP', 'PowerApps', 'Creativity', 'Azure']",6,17872
INT1224,L&T,Marketing Associate,City_136,Entertainment,"['POS Systems', 'Leadership', 'HACCP']",3,14505
INT1225,TCS,Data Analyst,Vadodara,Industry_003,"['TypeScript', 'Data Entry', 'Logistics']",12,6626
INT1226,Infosys,Business Analyst,City_342,Industry_010,"['ServiceNow', 'JavaScript', 'Sales', 'Machine Learning', 'Electrical Wiring']",3,23332
INT1227,Maruti Suzuki,Marketing Associate,City_144,BPO/ITES,"['Teamwork', 'Tableau', 'Inventory Management']",12,11649
INT1228,Tata Steel,Data Analyst,City_331,Industry_004,"['Accessibility', 'Sales', 'Talent Acquisition']",12,12112
INT1229,Reliance,Supply Chain Analyst,Ambala,Finance,"['Vue', 'POS Systems']",3,24311
INT1230,TCS,HR Assistant,City_305,Entertainment,"['Flask', 'SolidWorks', 'Quality Assurance']",12,8734
INT1231,Tata Steel,Software Developer,City_159,Rural Development,"['GitHub', 'Basic Computer Skills']",12,12557
INT1232,ICICI Bank,Cybersecurity Analyst,City_143,Telecommunications,"['Data Entry', 'Arduino', 'Rural Outreach', 'Bash']",12,6657
INT1233,Bajaj,Network Engineer,City_118,Media,"['Telemedicine Support', 'Adobe XD', 'Painting', 'Quality Assurance']",6,18916
INT1234,Infosys,Product Manager,City_214,Dairy,"['MS Excel', 'Wind Turbine Basics', 'Go']",12,7698
INT1235,Wipro,DevOps Engineer,City_346,Analytics,"['Customer Service', 'Spring', 'Finance', 'Field Survey', '3D Printing']",6,20036
INT1236,Cognizant,Cybersecurity Analyst,City_132,Industry_013,"['Python', 'Customer Relationship', 'Cashier', 'Adobe XD', 'Node.js']",3,6190
INT1237,ICICI Bank,Automation Tester,City_281,KPO,"['C++', 'Embedded Systems', 'Compliance']",6,11645
INT1238,Bajaj,Finance Intern,City_317,Aviation,"['AWS', 'NLP', 'CATIA', 'Industrial Safety']",3,15106
INT1239,Wipro,Automation Tester,City_217,Legal,"['5S', 'Cold Chain', 'Insurance Underwriting']",6,5943
INT1240,Maruti Suzuki,Network Engineer,Jalandhar,Poultry,"['L&D', 'ISO 9001', 'Phlebotomy', 'Computer Vision', 'Time Management']",6,20686
INT1241,Reliance,Full Stack Developer,Bikaner,Beauty & Wellness,"['Typing', 'Figma', 'Cold Chain', 'Accessibility', 'Compliance', 'Data Entry']",12,16715
INT1242,TCS,Data Scientist,City_336,Dairy,"['JMeter', 'Inventory Management', 'GitHub']",12,10207
INT1243,Wipro,Copywriter,City_222,Handicrafts,"['Adaptability', 'Phlebotomy', 'C++', 'CNC', 'EHR Systems']",12,11380
INT1244,Mahindra,QA Engineer,City_204,Transportation,"['Field Sales', 'Git', 'Powershell', 'AutoCAD', 'Wind Turbine Basics']",12,22621
INT1245,Bajaj,Software Developer,City_238,AgriTech,"['Industrial Safety', 'Product Management', 'Sales', 'CAM', 'MS PowerPoint', 'Excel']",3,15599
INT1246,ICICI Bank,Supply Chain Analyst,City_245,Railways,"['DevOps', 'Labor Laws', 'Inside Sales', 'Raspberry Pi', 'Teamwork']",6,14711
INT1247,TCS,Recruiter,Durgapur,Startups & Incubation,"['KYC', 'MS Excel', 'Go', 'Sales']",3,7373
INT1248,Cognizant,Cybersecurity Analyst,City_149,Aerospace,"['Excel', 'PowerApps', 'Supply Chain', 'Lead Generation', 'Communication']",12,24094
INT1249,HCL,Operations Associate,Haora,Hospitality,"['Accounting', 'Procurement', 'Finance', 'Deep Learning', 'MS Excel', 'Employee Engagement']",3,8740
INT1250,Tech Mahindra,Business Analyst,City_270,Handloom,"['Vue', 'Remote Sensing']",6,6428
INT1251,TCS,Cybersecurity Analyst,City_309,Warehousing,"['Business Analysis', 'PCB Design', 'Telemedicine Support', 'Solar Installation']",3,22132
INT1252,Mahindra,Recruiter,City_252,Renewable Energy,"['React', 'Plumbing', 'Design Systems', 'Wind Turbine Basics', 'JavaScript']",3,24321
INT1253,HCL,Software Developer,Amravati,Pharmaceuticals,"['HubSpot', 'Painting', 'C']",3,21619
INT1254,Reliance,Content Strategist,City_321,Retail,"['Requirements Gathering', 'Git', '3D Printing', 'Rural Outreach', 'TypeScript']",6,24684
INT1255,ICICI Bank,DevOps Engineer,Rajahmundry,Construction,"['Networking', 'Cold Chain', 'Raspberry Pi']",3,8901
INT1256,Aditya Birla,Recruiter,Jaipur,Metals,"['HTML', 'C', 'Power Automate']",6,11408
INT1257,TCS,Growth Marketer,Jamnagar,FinTech,"['Operations', 'Remote Sensing', 'Laboratory Technician']",6,9551
INT1258,HDFC Bank,Cybersecurity Analyst,City_294,Leather,"['Product Management', 'Lean', 'ServiceNow', 'Claims Processing']",12,14446
INT1259,TCS,Cybersecurity Analyst,City_168,Ports & Shipping,"['Wind Turbine Basics', 'Social Work']",6,14996
INT1260,Reliance,Growth Marketer,City_340,Gaming,"['Cold Chain', 'Food Processing', 'Community Mobilization', 'Teamwork']",6,6628
INT1261,Tata Steel,Content Writer,City_278,Ports & Shipping,"['Taxation', 'GIS', 'Social Media']",6,17211
INT1262,HCL,Project Manager,City_170,Industry_007,"['Marketing', 'Bookkeeping']",12,19061
INT1263,Cognizant,Recruiter,City_275,Beauty & Wellness,"['Accounting', 'Adaptability', 'Penetration Testing', 'Food Safety', 'Risk Assessment']",6,21602
INT1264,HCL,Customer Support,City_152,Startups & Incubation,"['UAV Operation', 'Accounting', 'Surveying']",12,19056
INT1265,Aditya Birla,Cloud Engineer,City_214,Ports & Shipping,"['Labor Laws', 'Logistics', 'Copywriting']",12,15262
INT1266,HCL,DevOps Engineer,Bhopal,Beauty & Wellness,"['5S', 'Investment Research', 'Basic Computer Skills', 'Lean', 'Java']",12,24954
INT1267,HDFC Bank,Product Manager,Kozhikode,Industry_013,"['CSR Implementation', 'Embedded Systems', 'CAD', 'Figma', 'Drones']",12,13251
INT1268,HDFC Bank,Product Manager,City_221,Gaming,"['MS PowerPoint', 'SQL', 'Auditing', 'Go']",12,15013
INT1269,ICICI Bank,Customer Support,Dhanbad,Wind,"['PCB Design', 'GitHub']",12,13819
INT1270,Reliance,Finance Intern,Bokaro,Industry_008,"['Angular', 'JMeter']",3,14186
INT1271,Wipro,Data Engineer,City_309,Industry_012,"['CNC', 'CSS', 'Medical Coding']",6,19641
INT1272,HCL,Data Engineer,City_251,Tourism,"['Google Analytics', 'Business Analysis', 'Painting', 'SharePoint', 'Customer Relationship', 'Food Safety']",12,5156
INT1273,HCL,Recruiter,Thane,Telecommunications,"['AWS', 'CRM', 'CAD', 'Finance', 'Power BI']",6,6259
INT1274,Aditya Birla,DevOps Engineer,City_326,Technology,"['HubSpot', 'TypeScript', 'Drones', 'Powershell']",12,8087
INT1275,HDFC Bank,UI/UX Designer,City_176,Public Sector,"['AWS', 'Postman']",12,13677
INT1276,Maruti Suzuki,Automation Tester,City_345,Industry_002,"['Canva', 'Microfinance', 'Public Speaking']",12,15833
INT1277,HCL,Data Scientist,Gurgaon,Biotechnology,"['Product Management', 'Drones', 'Accounting']",12,5956
INT1278,HDFC Bank,Full Stack Developer,Bellary,Poultry,"['Powershell', 'JMeter', 'Documentation', 'DevOps']",12,19225
INT1279,Tech Mahindra,Automation Tester,City_195,Warehousing,"['Power BI', 'Nursing Assistance', 'Angular', 'Basic Computer Skills']",6,21249
INT1280,HCL,HR Assistant,Bhiwani,MSME,"['Finance', 'SEM', 'HubSpot', 'Data Analysis']",6,19135
INT1281,TCS,Customer Support,City_310,Research,"['Industrial Safety', 'Design Systems']",6,8072
INT1282,Infosys,Financial Analyst,City_341,Food Processing,"['Auditing', 'Google Analytics', 'Rural Outreach', 'Pharmacy Assistance']",3,19868
INT1283,Tata Steel,Data Analyst,City_214,Hospitality,"['Powershell', 'Data Entry', 'Excel', 'Recruitment', 'Selenium']",3,13108
INT1284,Mahindra,Project Manager,City_198,Automotive,"['Machine Learning', 'Food Safety', 'Sales']",6,17273
INT1285,Reliance,Network Engineer,Bellary,Industry_012,"['Jira', 'Computer Vision', 'GitHub', 'Microfinance', 'Payroll']",3,21832
INT1286,HDFC Bank,HR Assistant,Bhiwandi,Public Health,"['Logistics', 'Docker', 'C', 'Electrical Wiring', 'Carpentry']",3,18890
INT1287,Bajaj,Product Manager,Raipur,Legal,"['Product Management', 'TypeScript', 'ServiceNow', 'Accessibility', 'Welding']",12,16010
INT1288,Infosys,Copywriter,City_253,Consulting,"['CRM', 'SQL', 'Retail Operations', 'Lead Generation']",12,24338
INT1289,L&T,DevOps Engineer,Bikaner,Industry_001,"['Employee Engagement', 'Graphic Design', 'Food Processing', 'Computer Vision', 'GitHub']",3,14188
INT1290,Maruti Suzuki,Product Manager,City_272,Startups & Incubation,"['NoSQL', 'Branding', 'Problem Solving', 'Customer Relationship', 'Deep Learning', 'Drones']",6,9989
INT1291,TCS,DevOps Engineer,City_190,Legal,"['Inventory Management', 'Copywriting', 'Investment Research']",3,9743
INT1292,L&T,Cloud Engineer,City_122,Pharmaceuticals,"['Jira', 'MATLAB', 'Lean']",6,17159
INT1293,Mahindra,Content Writer,City_239,Warehousing,"['Embedded Systems', 'Flask', 'Power BI', 'Cashier', 'Lead Generation', 'SEM']",12,5795
INT1294,Tata Steel,Business Analyst,City_322,FinTech,"['Data Engineering', 'Customer Service', 'Laboratory Technician']",3,14802
INT1295,HCL,Copywriter,City_315,Oil & Gas,"['Zoho', 'Data Engineering', 'NoSQL']",12,10137
INT1296,Aditya Birla,Operations Associate,City_248,Railways,"['Food Processing', 'Wind Turbine Basics']",3,15508
INT1297,TCS,Copywriter,Gaya,Industry_002,"['Tableau', 'FSSAI Compliance', 'Six Sigma', 'Raspberry Pi', 'STATA', 'Supply Chain']",6,7104
INT1298,Cognizant,Finance Intern,Sirsa,Construction,"['Power BI', 'L&D', 'Azure', 'Pharmacy Assistance', 'VLSI Basics', 'Data Engineering']",12,6755
INT1299,Tata Steel,HR Assistant,City_251,Public Sector,"['CI/CD', 'Docker', 'Computer Vision', 'Electronics Repair', 'AutoCAD', 'Agile']",6,23586
INT1300,Cognizant,Data Scientist,City_165,Textiles,"['Food Processing', 'JMeter', 'Labor Laws']",6,8732
INT1301,Maruti Suzuki,Software Developer,City_184,Hospitality,"['Adaptability', 'Packaging', 'Automation Testing', 'Presentation', 'Python', 'Quality Assurance']",12,14568
INT1302,ICICI Bank,Full Stack Developer,City_305,Industry_009,"['Store Management', 'Data Analysis', 'Tally', 'Penetration Testing', 'Vue', 'Jira']",6,15413
INT1303,TCS,Software Developer,Nadiad,Technology,"['Community Mobilization', 'GIS', 'GST']",12,22063
INT1304,HCL,Recruiter,City_254,Startups & Incubation,"['SQL', 'UI/UX', 'AML', 'Email Marketing', 'Solar Installation', 'Customer Relationship']",3,10573
INT1305,Bajaj,Marketing Associate,City_258,Poultry,"['Field Survey', 'Procurement', 'React', 'Accessibility', 'Remote Sensing']",3,13919
INT1306,TCS,Supply Chain Analyst,Rewari,EdTech,"['Pharmacy Assistance', 'Phlebotomy', 'JMeter', 'Food Processing', 'Finance']",6,7254
INT1307,L&T,Cybersecurity Analyst,Malegaon,Non-Profit,"['Typing', 'Critical Thinking', 'NLP', 'CSS', 'Express']",3,23004
INT1308,Aditya Birla,DevOps Engineer,City_229,Logistics,"['React', 'Microfinance']",6,8281
INT1309,HCL,Product Manager,City_144,Mining,"['Computer Vision', 'Data Entry']",6,10232
INT1310,Wipro,Software Developer,Mysore,Non-Profit,"['Drones', 'AutoCAD', 'Git', 'Taxation', 'Zoho', 'Accessibility']",3,6033
INT1311,Maruti Suzuki,Recruiter,Sonipat,Industry_002,"['Microfinance', 'FSSAI Compliance']",6,22136
INT1312,Infosys,Network Engineer,City_327,Fisheries,"['Recruitment', 'C++', 'Accessibility']",12,23525
INT1313,Aditya Birla,Automation Tester,City_349,Agriculture,"['Project Management', 'Claims Processing', 'Bookkeeping', 'Arduino', 'C']",6,21720
INT1314,Bajaj,Cybersecurity Analyst,City_157,Cybersecurity,"['L&D', 'Communication', 'Powershell', 'CSS', 'HTML']",3,16586
INT1315,Wipro,Data Scientist,City_132,Industry_004,"['PowerApps', 'React']",6,5289
INT1316,Mahindra,ML Engineer,City_223,Non-Profit,"['CAD', 'Investment Research', 'Zoho', 'Rust']",12,22469
INT1317,Tech Mahindra,Supply Chain Analyst,City_165,Pharmaceuticals,"['Figma', 'JMeter', 'Java']",12,17167
INT1318,Infosys,Technical Support,Salem,Industry_014,"['Microfinance', 'Data Analysis', 'Carpentry', 'Documentation', 'Wind Turbine Basics', 'Social Media']",6,13504
INT1319,Cognizant,Digital Marketer,City_216,Legal,"['Azure', 'VLSI Basics', 'Procurement', 'Customer Relationship', 'Salesforce']",6,8764
INT1320,Bajaj,Cloud Engineer,City_233,Handloom,"['Data Analysis', 'Accessibility', 'Employee Engagement', 'Manual Testing', 'Insurance Underwriting']",12,8811
INT1321,Tata Steel,Technical Support,City_346,Aviation,"['Recruitment', 'Microfinance', 'Azure', 'Payroll', 'Product Management', 'Industrial Safety']",6,18133
INT1322,Infosys,DevOps Engineer,City_206,Industry_012,"['Community Mobilization', 'Employee Engagement', 'Data Entry', 'Adobe XD', 'Go']",6,16909
INT1323,Mahindra,UI/UX Designer,City_235,Automotive,"['Data Entry', 'Basic Computer Skills', 'ISO 9001']",12,14387
INT1324,Tech Mahindra,Data Analyst,Bokaro,Industry_008,"['Figma', 'Pharmacy Assistance', 'Surveying']",12,14459
INT1325,Aditya Birla,Content Writer,Haora,Food Processing,"['SharePoint', 'Logistics', 'Bookkeeping', 'GitLab']",6,18902
INT1326,HCL,Network Engineer,Jhajjar,Technology,"['Packaging', 'Power BI', 'Node.js', 'JMeter']",6,8170
INT1327,Aditya Birla,Business Analyst,Sambalpur,Research,"['Tally', 'Powershell']",6,21756
INT1328,HCL,ML Engineer,City_308,Dairy,"['Claims Processing', 'Talent Acquisition', 'ISO 27001', 'Recruitment', 'Documentation', 'ISO 9001']",3,13200
INT1329,Reliance,Marketing Associate,City_194,Rural Development,"['Supply Chain', 'Electronics Repair', 'Time Management', 'Communication', 'TypeScript', 'Figma']",6,23061
INT1330,L&T,Technical Support,City_119,Technology,"['Marketing', 'Typing']",3,20939
INT1331,Aditya Birla,Supply Chain Analyst,City_329,Public Sector,"['Store Management', 'Graphic Design', 'Phlebotomy', 'Data Analysis', 'Social Work']",6,23895
INT1332,Wipro,Network Engineer,Malegaon,Industry_014,"['Tableau', 'UAV Operation', 'Wind Turbine Basics', 'Linux', 'Communication', 'Vue']",6,15807
INT1333,Bajaj,Product Manager,City_144,Telecommunications,"['Documentation', 'React']",6,9756
INT1334,Bajaj,ML Engineer,Madurai,Panchayati Raj,"['Git', 'STATA', 'Adaptability', 'Docker', 'Marketing']",6,9065
INT1335,L&T,UI/UX Designer,Lucknow,Agriculture,"['Tableau', 'Manual Testing', 'Medical Coding', 'Industrial Safety', 'CSR Implementation', 'Inventory Management']",12,6750
INT1336,Tech Mahindra,Content Strategist,City_246,Environmental Services,"['Basic Computer Skills', 'Embedded Systems', 'Store Management', 'ServiceNow', 'Customer Service']",12,13258
INT1337,Tech Mahindra,Operations Associate,City_245,GovTech,"['VLSI Basics', 'Manual Testing', 'Carpentry', 'Arduino', 'Vue', 'Google Analytics']",3,9417
INT1338,Infosys,Financial Analyst,Amravati,Biotechnology,"['Data Entry', 'Cold Chain', 'ServiceNow', 'CRM']",6,16663
INT1339,L&T,Network Engineer,Bareilly,MSME,"['MS Excel', 'UAV Operation', 'Statistics', 'C++', 'Compliance', 'Express']",6,11922
INT1340,Aditya Birla,Customer Support,City_161,Fisheries,"['NLP', 'Cold Chain', 'SIEM']",3,10510
INT1341,Bajaj,Finance Intern,City_188,Solar,"['GitLab', 'AML', 'Microfinance', 'Recruitment', 'Statistics']",6,24552
